"role","content"
"user","ik ben er klaar voor"
"assistant","###VIGNETTE 1###
Het lichaam slaat glucose op in de vorm van glycogeen, voornamelijk in de lever en spieren, om te worden gebruikt wanneer er energie nodig is—vooral tussen maaltijden of tijdens inspanning.  
Bij Glycogeenstapelingsziekten (GSD’s) is dit proces verstoord door erfelijke enzymdeficiënties. Hierdoor heeft het lichaam moeite om een normale bloedglucosewaarde te handhaven, vooral tijdens vasten. Om dit te compenseren, worden andere metabole routes geactiveerd. In GSD zijn deze alternatieve routes, zoals de Cori-cyclus, vaak beperkt effectief.  
Een 3-jarig meisje met GSD komt bij de dokter omdat ze erg prikkelbaar is en haar buik opgezet lijkt. Haar lever is vergroot en bloedonderzoek toont:  
Bloedglucose: 45 mg/dL (normaal: 70–110 mg/dL)  
Bloedketonen: Negatief (normaal: negatief)  
Lactaat: 4,2 mmol/L (normaal: 0,5–2,0 mmol/L)  

Kun jij uitleggen wat er in dit geval is gebeurd?"
"user","waarschijnlijk wordt het glycogeen niet goed omgezet tot glucose"
"assistant","Goed begin! Je noemt terecht dat de omzetting van glycogeen naar glucose niet goed verloopt. Voordat we verder gaan met het analyseren van het geval, laten we even de basiskennis over energiemetabolisme herhalen. Dit helpt je om straks beter te begrijpen wat er precies gebeurt bij deze patiënte.

Heb je zelf nog vragen of onduidelijkheden over deze stof? Of zullen we samen kort terugblikken: Kun je uitleggen wat glycolyse is?"
"user","glycolyse is het omzetten van glucose tot 2 moleculen pyruvaat in een aantal enzymreacties bij deze omzetting wordt 2 ATP gebruikt"
"assistant","Dat is een mooie omschrijving! Je benoemt al dat glucose omgezet wordt tot pyruvaat en dat daarbij ATP betrokken is. 

Laten we dit aanvullen: tijdens glycolyse wordt er uit glucose inderdaad 2 pyruvaat gevormd. Kun je misschien ook noemen wat de netto-opbrengst is qua ATP en NADH in dit proces?  
En weet je waar in de cel deze reacties plaatsvinden?"
"user","Deze reacties vinden in het cytosol plaats en de netto opbrengtst van ATP voor alleen de glycose is -2 van NADH durf ik het niet te zeggen"
"assistant","Fijn dat je cytosol noemt, dat klopt helemaal!

Over de netto ATP: aan het begin worden inderdaad 2 ATP-moleculen verbruikt, maar verderop in de glycolyse worden er in totaal 4 ATP-moleculen gevormd. Kun je nu inschatten hoeveel ATP per glucosemolecuul er netto overblijft aan het einde van de glycolyse?  
En qua NADH—misschien kun je bedenken: als er ergens in het metabolisme een oxidatie plaatsvindt, ontstaat er dan NADH? Waar komt dat in de glycolyse voor? Probeer dit eens uit te leggen."
"user","Er zullen dan netto 2 ATP-moleculen gevormd worden. voor NADH ben ik het even vergeten"
"assistant","Goed, dat klopt: de netto-opbrengst van ATP bij glycolyse is 2 ATP per glucose!

Wat betreft NADH: geen probleem als je het niet precies weet. Even samen bedenken—tijdens glycolyse wordt er op een gegeven moment NAD⁺ omgezet in NADH. Dit gebeurt bij de omzetting van glyceraldehyde-3-fosfaat naar 1,3-bisfosfoglyceraat. Kun je nu inschatten hoeveel NADH er netto per glucosemolecuul in de glycolyse gevormd worden?

Laat maar weten wat je denkt!"
"user","dit proces vindt 2 keer plaats dus er zal 2 NADH gevormd worden"
