"role","content"
"user","ik ben er klaar voor"
"assistant","Hier is de eerste casus om ons onderwerp te kaderen:

###VIGNETTE 1###
Het lichaam slaat glucose op in de vorm van glycogeen, vooral in de lever en spieren, om te gebruiken wanneer er energie nodig is—vooral tussen maaltijden of tijdens inspanning. 
Bij glycogeenstapelingsziekten (GSD's) is dit proces verstoord door erfelijke enzymdeficiënties. Hierdoor heeft het lichaam moeite om een normale bloedglucosespiegel te behouden, vooral tijdens vasten. Om dit te compenseren, worden andere metabolische routes geactiveerd. Bij GSD zijn alternatieve routes, zoals de Cori-cyclus, overactief.
Een 3-jarig meisje met GSD komt bij de arts omdat ze erg prikkelbaar is en haar buik opgezet lijkt. Haar lever is vergroot en bloedonderzoek laat het volgende zien:
Bloedglucose: 45 mg/dL (normaal: 70–110 mg/dL)
Bloedketonen: Negatief (normaal: negatief)
Lactaat: 4,2 mmol/L (normaal: 0,5–2,0 mmol/L)

Kun je uitleggen wat er in dit geval is gebeurd?"
"user","haar lichaam heeft weinig glucose en het glycogeenvoorraad is leeg dus haar lichaam gaat via anaerobische manier glucose dissimileren"
"assistant","Goed geprobeerd! Laten we even een stapje terug doen en samen de basiskennis ophalen. Zo wordt het makkelijker om straks de casus verder te analyseren. Heb je tot nu toe vragen of onduidelijkheden?

Zo niet, dan ben ik benieuwd: kun je kort uitleggen wat glycolyse is, en wat het verschil is tussen aerobe en anaerobe glucose-omzetting?"
"user","glycolyse is de omzetting van glucose tot pyrodruivenzuur. Aerobe omzetting leidt kan mitochondriaal. Anaerobe omzetting leidt tot melkzuur"
"assistant","Dat klopt heel goed! Glycolyse is het proces waarbij glucose wordt omgezet in pyruvaat, en afhankelijk van de beschikbaarheid van zuurstof gaat pyruvaat door naar de aerobe route (mitochondriaal) of wordt omgezet naar lactaat in afwezigheid van zuurstof (anaeroob).

Heb je een idee wat er gebeurt met glycogeen in het lichaam als je langere tijd niet eet? Of kun je uitleggen wat glycogenolyse is?"
"user","als je lange tijd niet eet dan gebruikt je lichaam de glycogeen voorraad om glucose te vormen"
"assistant","Precies! Dat proces heet glycogenolyse: het afbreken van glycogeen tot glucose, zodat glucose vrijkomt voor energie, vooral tijdens vasten of tussen maaltijden.

Nog één puntje om het plaatje compleet te maken: weet je wat gluconeogenese is en wanneer dit proces op gang komt?"
"user","dit is de vorming vanglucose uit pyrodruivenzuur, aminozuren en glycerol"
"assistant","Heel goed! Gluconeogenese is inderdaad het aanmaken van nieuwe glucose uit andere stoffen, zoals pyrodruivenzuur (pyruvaat), aminozuren en glycerol, vooral tijdens langdurig vasten wanneer de glycogeenvoorraden uitgeput raken.

Lijkt het je duidelijk tot zover, of heb je nog vragen over deze processen? Als het helder is, laten we dan verdergaan en het geleerde toepassen op de casus!"
