"role","content"
"user","Ik ben er klaar voor"
"assistant","###VIGNETTE 1###
Het lichaam slaat glucose op in de vorm van glycogeen, vooral in de lever en spieren, zodat dit als energiebron kan dienen tussen de maaltijden of tijdens inspanning. Bij Glycogeenstapelingsziekten (GSD’s) is dit proces verstoord door een erfelijk enzymtekort, waardoor het lichaam moeite heeft om de bloedglucose op peil te houden, vooral tijdens vasten. Als compensatie worden andere metabole paden geactiveerd. Echter, bij GSD zijn alternatieve routes zoals de Cori-cyclus met beperkingen.
Een 3-jarig meisje met GSD komt op consult omdat ze erg prikkelbaar is en haar buik opgezwollen oogt. Haar lever is vergroot en het lab toont:
Bloedglucose: 45 mg/dL (normaal: 70–110 mg/dL)
Bloedketonen: Negatief (normaal: negatief)
Lactaat: 4,2 mmol/L (normaal: 0,5–2,0 mmol/L)

Kun je uitleggen wat er in dit geval gebeurd is?"
"user","Het lichaam zet de glycogeen om in lactaat omdat het niet in glucose omgezet kan worden"
"assistant","Goede poging! Voordat we verder gaan, laten we even samen stilstaan bij de basiskennis die relevant is voor dit onderwerp. Zo kunnen we straks een sterkere analyse maken van het geval. Wil je je eigen vragen stellen, of zullen we samen enkele kernonderwerpen bespreken?

Om te beginnen: kun je kort uitleggen wat glycolyse precies is? In welke cellulaire compartiment gebeurt dit proces en wat zijn de belangrijkste uitgangsstoffen en producten?"
"user","Dit gebeurt in de cel en er wordt glucose gemaakt"
"assistant","Je zit in de goede richting dat het in de cel plaatsvindt! Glycolyse is een fundamenteel proces, maar om het goed te begrijpen is het belangrijk details goed te benoemen. 

Heb je een idee in welk deel van de cel glycolyse plaatsvindt? En wordt er bij glycolyse glucose gemaakt, of wordt glucose juist afgebroken? Wat zijn de belangrijkste eindproducten van glycolyse?"
"user","ATP"
"assistant","Klopt, ATP is een belangrijk eindproduct! Wil je het verder proberen te benoemen: naast ATP, welke andere stoffen ontstaan er bij glycolyse? En hoe wordt glucose zelf tijdens het proces omgezet—kan je dit proces verder beschrijven, of probeer je eens te herinneren wat er met NAD+ gebeurt tijdens glycolyse?

Als het lastig is, kun je ook aangeven wat je nog weet over het verschil tussen aerobe en anaerobe omstandigheden tijdens glycolyse. Wat gebeurt er dan met pyruvaat?"
"user","1 glucose molecuul wordt omgezet naar 2 pyruvaat bij glycolyse"
"assistant","Goed zo! Dat klopt: bij glycolyse wordt 1 glucosemolecuul omgezet in 2 pyruvaatmoleculen. 

Kun je ook benoemen:
- Of hierbij netto ATP wordt gevormd of verbruikt?
- En wordt er tijdens glycolyse een ander energierijk molecuul gevormd behalve ATP?
- En in welk celcompartiment vindt glycolyse precies plaats?

Laat maar weten wat je al weet!"
